757;502
841;194
626;916
109;318
699;467
443;215
913;672
263;862
985;603
676;516
444;323
734;40
301;191
142;936
627;721
706;691
122;314
409;169
304;511
684;689
523;142
131;132
382;843
757;210
268;593
670;931
899;541
893;233
545;404
483;86
831;27
862;69
529;600
972;216
146;388
227;679
421;392
732;236
763;640
79;912
630;744
731;572
890;610
275;8
687;723
474;508
917;637
405;504
401;460
905;76
378;441
257;545
107;559
398;133
258;949
24;645
372;798
530;931
936;327
108;179
620;318
515;217
697;261
604;113
485;802
200;72
247;492
529;146
474;194
345;42
721;552
962;430
106;740
658;148
26;812
240;62
320;597
676;754
82;181
824;209
507;489
665;908
722;809
864;600
752;84
25;508
358;956
616;32
66;438
981;992
858;687
771;864
353;798
107;308
762;643
303;976
198;200
737;754
558;124
26;842
559;727
528;923
527;834
27;16
415;293
825;91
783;350
108;788
501;347
644;65
247;901
824;791
954;202
86;971
625;443
177;895
299;36
667;417
697;777
647;590
682;774
510;461
285;154
324;870
317;43
937;917
775;599
352;376
238;349
330;511
686;553
709;80
646;118
762;355
722;558
668;819
553;694
306;128
998;403
832;609
122;745
123;554
618;672
356;304
743;917
865;458
169;419
216;539
965;889
282;236
576;39
828;122
949;364
276;247
820;408
923;565
27;690
498;403
235;469
999;51
241;878
97;64
724;296
514;765
150;825
574;70
668;464
403;771
945;424
524;786
295;473
894;544
463;145
181;781
96;843
866;364
855;710
533;592
55;351
494;234
149;153
76;487
448;574
73;418
687;67
212;876
564;542
456;761
318;513
785;258
812;463
503;693
919;621
34;246
819;683
539;361
142;178
195;192
77;0
311;705
278;558
636;298
631;440
428;762
264;978
567;31
623;986
485;555
670;114
991;971
556;631
434;799
316;383
937;573
316;754
47;887
373;483
506;41
864;946
737;656
829;800
873;942
523;172
270;905
800;571
176;830
862;622
714;411
769;367
186;11
297;987
134;602
375;592
840;269
741;428
917;20
839;949
612;385
205;492
168;967
101;313
826;468
973;6
833;512
330;478
216;679
799;413
706;486
153;322
6;714
932;289
4;298
161;286
733;348
463;316
122;766
783;587
546;808
107;51
329;485
640;972
10;641
956;691
849;107
502;377
323;560
186;454
536;44
274;518
143;301
471;282
214;47
489;195
36;144
782;926
941;588
662;916
382;224
941;472
367;985
297;481
968;730
364;456
485;120
672;261
244;449
314;899
966;605
349;912
992;985
759;192
980;887
541;269
66;488
400;83
450;319
357;258
342;376
502;401
18;826
210;59
678;756
620;62
710;472
684;0
711;853
662;94
839;49
500;320
656;546
100;320
292;30
798;308
571;187
940;495
114;723
281;307
594;864
570;367
995;718
29;899
395;235
161;874
561;514
864;244
67;638
591;167
323;105
834;437
718;243
519;24
26;355
820;320
886;283
239;16
794;209
842;186
132;814
473;579
768;538
287;927
424;975
459;400
414;217
299;971
603;877
444;840
725;930
447;11
117;244
747;192
809;330
143;138
938;835
629;552
636;948
519;332
520;908
563;57
212;192
617;535
315;885
165;523
345;296
728;385
908;485
534;795
77;719
92;232
794;931
629;102
354;258
529;318
349;840
732;507
740;92
416;158
473;592
180;394
823;408
181;572
553;865
198;318
928;827
642;890
848;962
354;496
321;18
261;206
210;727
308;162
52;611
370;601
313;681
173;374
60;514
987;990
399;251
805;692
661;388
576;26
599;669
702;729
630;457
445;790
923;130
835;285
154;443
677;508
786;872
553;566
574;49
64;995
293;628
732;947
872;831
864;362
288;211
632;205
955;658
46;190
507;537
125;332
371;133
517;611
771;682
73;133
283;422
270;195
293;976
26;524
69;228
95;568
206;350
163;796
605;56
467;151
42;927
596;246
556;811
698;100
798;355
749;94
311;617
871;9
376;745
97;109
356;859
445;227
126;692
25;701
636;13
541;80
346;330
107;337
150;667
467;517
