0;86
0;527
0;528
0;88
0;20
0;21
0;22
0;24
0;25
0;26
0;29
0;31
0;32
0;546
0;35
0;36
0;37
0;38
0;41
0;46
0;49
0;50
0;55
0;61
0;65
0;73
0;77
0;78
0;548
0;598
0;600
0;92
0;93
0;94
0;95
0;608
0;100
0;616
0;621
0;112
0;114
0;121
0;124
0;127
0;648
0;137
0;655
0;159
0;162
0;166
0;684
0;196
0;201
0;204
0;34
0;718
0;207
0;723
0;213
0;217
0;223
0;240
0;242
0;263
0;266
0;285
0;288
0;289
0;806
0;298
0;817
0;833
0;837
0;844
0;847
0;355
0;872
0;879
0;368
0;904
0;913
0;325
0;423
0;936
0;434
0;436
0;440
0;927
0;445
0;452
0;967
0;972
0;485
0;496
1;512
1;531
1;20
1;21
1;22
1;23
1;24
1;25
1;27
1;28
1;29
1;30
1;31
1;33
1;34
1;35
1;36
1;38
1;551
1;40
1;43
1;44
1;50
1;53
1;54
1;55
1;57
1;58
1;59
1;70
1;72
1;77
1;78
1;79
1;594
1;85
1;92
1;94
1;95
1;612
1;613
1;108
1;115
1;120
1;122
1;124
1;127
1;128
1;642
1;533
1;145
1;661
1;152
1;157
1;159
1;676
1;678
1;679
1;170
1;176
1;178
1;179
1;692
1;182
1;185
1;700
1;702
1;191
1;201
1;205
1;209
1;210
1;735
1;225
1;227
1;740
1;229
1;231
1;237
1;238
1;244
1;245
1;250
1;764
1;253
1;766
1;267
1;785
1;788
1;283
1;285
1;300
1;817
1;312
1;313
1;317
1;326
1;331
1;354
1;869
1;743
1;372
1;379
1;393
1;911
1;924
1;413
1;926
1;423
1;941
1;431
1;960
1;965
1;454
1;461
1;589
1;976
1;469
1;484
1;504
2;531
2;20
2;22
2;23
2;24
2;537
2;26
2;27
2;30
2;31
2;32
2;33
2;36
2;42
2;53
2;55
2;60
2;67
2;68
2;70
2;71
2;76
2;77
2;79
2;592
2;598
2;87
2;91
2;605
2;611
2;114
2;648
2;137
2;535
2;145
2;25
2;671
2;677
2;168
2;687
2;185
2;202
2;191
2;195
2;714
2;211
2;214
2;215
2;217
2;222
2;226
2;231
2;554
2;259
2;787
2;276
2;285
2;287
2;806
2;296
2;903
2;300
2;821
2;330
2;335
2;345
2;357
2;887
2;391
2;905
2;397
2;911
2;402
2;922
2;411
2;413
2;414
2;929
2;425
2;431
2;438
2;439
2;962
2;968
2;459
2;484
2;486
2;511
3;896
3;129
3;131
3;763
3;665
3;877
3;272
3;145
3;274
3;148
3;21
3;22
3;23
3;152
3;25
3;26
3;431
3;28
3;30
3;31
3;544
3;34
3;36
3;807
3;425
3;42
3;429
3;686
3;47
3;304
3;935
3;822
3;183
3;440
3;569
3;188
3;833
3;450
3;708
3;453
3;695
3;77
3;892
3;463
3;211
3;981
3;24
3;87
3;344
3;220
3;280
3;227
3;232
3;316
3;747
3;786
3;879
3;241
3;498
3;851
3;20
3;379
3;124
3;882
3;894
4;20
4;21
4;22
4;23
4;24
4;25
4;26
4;27
4;28
4;30
4;543
4;34
4;36
4;38
4;40
4;43
4;44
4;557
4;47
4;48
4;50
4;568
4;60
4;69
4;70
4;73
4;74
4;75
4;79
4;84
4;597
4;87
4;88
4;89
4;90
4;91
4;92
4;96
4;102
4;103
4;106
4;624
4;117
4;119
4;120
4;122
4;638
4;133
4;134
4;153
4;156
4;601
4;161
4;795
4;168
4;169
4;688
4;179
4;188
4;201
4;207
4;210
4;723
4;729
4;220
4;234
4;235
4;239
4;240
4;245
4;252
4;258
4;771
4;265
4;778
4;275
4;278
4;283
4;286
4;292
4;294
4;809
4;298
4;811
4;307
4;311
4;317
4;326
4;327
4;823
4;848
4;856
4;345
4;862
4;356
4;882
4;388
4;905
4;906
4;913
4;402
4;917
4;406
4;932
4;668
4;427
4;951
4;441
4;446
4;447
4;448
4;964
4;983
4;479
4;994
4;500
4;503
4;506
5;342
5;20
5;21
5;22
5;89
5;24
5;25
5;29
5;31
5;32
5;33
5;37
5;561
5;563
5;52
5;56
5;65
5;589
5;597
5;601
5;91
5;98
5;99
5;106
5;619
5;118
5;119
5;127
5;136
5;138
5;147
5;150
5;151
5;666
5;667
5;165
5;680
5;176
5;177
5;696
5;186
5;543
5;188
5;203
5;210
5;214
5;222
5;223
5;744
5;234
5;251
5;253
5;767
5;258
5;261
5;270
5;284
5;291
5;812
5;301
5;830
5;833
5;835
5;844
5;848
5;341
5;854
5;858
5;863
5;870
5;364
5;877
5;366
5;375
5;388
5;395
5;396
5;913
5;927
5;416
5;438
5;952
5;482
5;483
5;497
5;502
5;503
5;85
6;516
6;524
6;528
