0;1515
0;399
0;1054
0;2599
0;1837
0;3887
0;57
0;960
0;1349
0;1991
0;842
0;3531
0;3022
0;476
0;1767
0;2300
1;2560
1;1
1;2050
1;1540
1;1036
1;1565
1;1054
1;2599
1;2608
1;3145
1;2634
1;2123
1;3149
1;3153
1;3157
1;3161
1;603
1;3172
1;3176
1;622
1;3700
1;2695
1;2713
1;2714
1;680
1;2248
1;186
1;706
1;2757
1;1224
1;2762
1;727
1;1767
1;787
1;1821
1;2849
1;1837
1;3887
1;1349
1;1893
1;3442
1;1939
1;1944
1;2982
1;2473
1;938
1;1977
1;2492
1;1989
1;3531
1;3022
1;2300
1;1515
1;1518
1;2547
2;3840
2;2050
2;1539
2;1540
2;1931
2;908
2;1939
2;3176
2;3355
2;1054
2;1695
2;800
2;2849
2;3748
2;3750
2;1194
2;1837
2;3887
2;648
2;186
2;315
2;1349
2;3142
2;1356
2;1482
2;3531
2;332
2;3022
2;3153
2;2147
2;2901
2;1368
2;2398
2;3681
2;4065
2;3172
2;1767
2;4072
2;2599
2;1515
2;4079
2;369
2;1907
2;3189
2;3062
2;737
2;2300
2;1406
3;1540
3;2073
3;1054
3;32
3;45
3;2608
3;54
3;65
3;3153
3;4183
3;3197
3;648
3;4206
3;1767
3;2599
3;1837
3;3887
3;332
3;343
3;897
3;1939
3;1944
3;1349
3;422
3;939
3;943
3;954
3;1989
3;3531
3;3022
3;953
3;473
3;2300
3;1515
4;2050
4;522
4;534
4;1562
4;1054
4;1058
4;2599
4;555
4;45
4;3126
4;1081
4;2627
4;1608
4;3145
4;2122
4;2123
4;77
4;3153
4;1109
4;86
4;4183
4;603
4;2146
4;1644
4;625
4;3189
4;4226
4;2691
4;3204
4;1163
4;3214
4;2193
4;2711
4;2201
4;2714
4;2415
4;1692
4;1209
4;719
4;3289
4;737
4;1767
4;757
4;761
4;2300
4;3355
4;2845
4;3875
4;2342
4;1836
4;1837
4;3887
4;2868
4;823
4;312
4;1342
4;1349
4;1862
4;3401
4;1360
4;851
4;2901
4;856
4;346
4;879
4;380
4;1406
4;1413
4;2954
4;1517
4;1939
4;3480
4;1951
4;2203
4;4005
4;940
4;1977
4;1989
4;456
4;3531
4;3022
4;1613
4;4054
4;4072
4;2044
4;1515
4;3062
4;3068
4;2389
5;384
5;898
5;647
5;393
5;4106
5;2700
5;502
5;795
5;1404
5;1054
5;3999
5;1312
5;417
5;1350
5;2599
5;812
5;1837
5;1209
5;4127
5;700
5;1597
5;3646
5;323
5;1349
5;1223
5;3531
5;204
5;3022
5;4183
5;3191
5;1500
5;1246
5;1375
5;3681
5;741
5;1767
5;4072
5;1515
5;1644
5;3750
5;1525
5;2527
5;1015
5;2042
5;2300
5;3197
6;0
6;1
6;2050
6;516
6;517
6;518
6;513
6;512
6;536
6;2073
6;1054
6;548
6;2599
6;552
6;555
6;2608
6;3639
6;1632
6;78
6;3153
6;3157
6;86
6;3161
6;608
6;3172
6;3182
6;445
6;3700
6;3189
6;3713
6;4236
6;142
6;1680
6;147
6;2714
6;1695
6;3748
6;180
6;3253
6;186
6;3774
6;218
6;1767
6;239
6;1271
6;252
6;3848
6;265
6;3873
6;1830
6;135
6;1837
6;3887
6;314
6;315
6;316
6;1349
6;2891
6;332
6;1869
6;345
6;1371
6;350
6;867
6;2921
6;365
6;2929
6;373
6;375
6;1931
6;1939
6;406
6;3479
6;1944
6;419
6;2982
6;429
6;430
6;433
6;439
6;1977
6;957
6;1989
6;456
6;3531
6;3022
6;2300
6;1515
7;2560
7;1026
7;1539
7;1540
7;4106
7;527
7;3928
7;534
7;4127
7;2225
7;1077
7;1090
7;1092
7;1108
7;3157
7;3769
7;604
7;2654
7;3681
7;2146
7;2659
7;3176
7;628
7;3191
7;2179
7;1669
7;3209
7;2698
7;2191
7;2710
7;2711
7;2713
7;1695
7;2209
7;3355
7;3750
7;1708
7;689
7;695
7;1209
7;186
7;2237
7;714
7;1745
7;3534
7;730
7;1246
7;1767
7;2599
7;757
7;1782
7;1271
7;2299
7;2300
7;2813
7;1793
7;2317
7;2833
7;2691
7;1814
7;795
7;3356
7;2849
7;1837
7;3887
7;1843
7;314
7;315
7;1349
7;332
7;851
7;343
7;1368
7;350
7;2913
7;316
7;1406
7;2945
7;1413
7;392
7;393
7;2954
7;908
7;401
7;1939
7;2453
7;406
7;3310
7;1949
7;1446
7;1054
